Order Priority,Unit Price,Product Sub-Category,Customer,Order Date,Ship Mode,Discount,Row ID,Order ID,Customer Segment,Product Category,Product Container,Product Name,Product Base Margin,Region,State or Province,City,Postal Code,Ship Date,Shipping Cost,Profit,Quantity ordered new,Sales,Product Sub-Category
medium,83.93,Envelopes,Franklin Spencer1938,7/18/2012,Regular Air,0,21141,88875,Corporate 654,Office Supplies,Small Box@,Airmail Envelopes,0.38,Central,Kansas,Emporia,66801,7/20/2012,19.99,-44.18,1,93.11,Envelopes
critical,85.99,Telephones and Communication,Franklin Spencer1938,9/13/2012,Regular Air,0.08,22307,88876,Corporate 654,Technology,Wrap/ Bag,Accessory4,0.85,Central,Kansas,Emporia,66801,9/15/2012,0.99,-106.513,22,1523.75,Telephones and Communication
medium,27.18,Envelopes,Franklin Spencer1938,7/16/2013,Regular Air,0.02,19356,88877,Corporate 654,Office Supplies,Small Box@,"Tyvek � Top-Opening Peel & Seel Envelopes, Plain White",0.38,Central,Kansas,Emporia,66801,7/17/2013,8.23,349.4091,18,506.39,Envelopes
critical,6.75,Binders and Binder Accessories,Franklin Spencer1938,11/20/2013,Regular Air,0.01,19837,88878,Corporate 654,Office Supplies,Small Box@,Wilson Jones DublLock� D-Ring Binders,0.35,Central,Kansas,Emporia,66801,11/22/2013,2.99,72.2568,23,165.56,Binders and Binder Accessories
medium,85.99,Telephones and Communication,Ruby Hawkins1939,2/21/2012,Regular Air,0.04,18744,88874,Corporate 654,Technology,Small Pack%,Accessory8,0.39,West,Utah,Clearfield,84015,2/23/2012,1.25,-60.665,2,150.16,Telephones and Communication
medium,7.99,Telephones and Communication,Ruby Hawkins1939,2/21/2012,Regular Air,0.05,18745,88874,Corporate 654,Technology,Medium Box,Bell Sonecor JB700 Caller ID,0.6,West,Utah,Clearfield,84015,2/24/2012,5.03,-108.185,11,77.85,Telephones and Communication
medium,205.99,Telephones and Communication,Ruby Hawkins1939,2/21/2012,Regular Air,0.01,18746,88874,Corporate 654,Technology,Small Box@,i470,0.56,West,Utah,Clearfield,84015,2/22/2012,5.26,-796.763,1,187.2,Telephones and Communication
medium,6.84,"Scissors, Rulers and Trimmers",Eileen McDonald1940,3/22/2010,Regular Air,0.08,23550,88870,Corporate 654,Office Supplies,Small Pack%,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",0.58,West,Utah,Draper,84020,3/24/2010,8.37,-29.49,1,8.39,"Scissors, Rulers and Trimmers"
low,78.65,Appliances,Eileen McDonald1940,4/19/2010,Regular Air,0,25531,88871,Corporate 654,Office Supplies,Medium Box,Honeywell Quietcare HEPA Air Cleaner,0.52,West,Utah,Draper,84020,4/26/2010,13.99,386.0067,7,559.43,Appliances
low,122.99,Chairs & Chairmats,Eileen McDonald1940,4/19/2010,Delivery Truck,0.08,25532,88871,Corporate 654,Furniture,Jumbo Drum$,"Global High-Back Leather Tilter, Burgundy",0.74,West,Utah,Draper,84020,4/24/2010,70.2,-1867.97,10,1216.52,Chairs & Chairmats
critical,31.78,Computer Peripherals,Eileen McDonald1940,3/27/2011,Regular Air,0.04,26203,88872,Corporate 654,Technology,Small Pack%,"Memorex 4.7GB DVD-RAM, 3/Pack",0.42,West,Utah,Draper,84020,3/29/2011,1.99,236.1939,11,342.31,Computer Peripherals
medium,12.97,Binders and Binder Accessories,Bruce Murray1942,2/23/2012,Regular Air,0.01,18553,88431,Consumer 096,Office Supplies,Small Box@,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",0.35,South,Arkansas,Pine Bluff,71603,2/25/2012,1.49,65.496,8,104.78,Binders and Binder Accessories
low,29.74,Storage & Organization,Bruce Murray1942,9/30/2013,Regular Air,0,19187,88433,Consumer 096,Office Supplies,Small Box@,Acco Perma� 2700 Stacking Storage Drawers,0.7,South,Arkansas,Pine Bluff,71603,10-05-2013,6.64,36.036,16,484.03,Storage & Organization
low,58.14,Bookcases,Larry Hahn1943,1/26/2011,Delivery Truck,0.04,21504,88430,Consumer 096,Furniture,*Jumbo Box,O'Sullivan 3-Shelf Heavy-Duty Bookcases,0.61,South,Arkansas,Rogers,72756,02-02-2011,36.61,-25.942,2,121.9,Bookcases
low,49.34,Office Furnishings,Larry Hahn1943,01-04-2013,Regular Air,0.02,23588,88432,Consumer 096,Furniture,Large Box,Electrix Fluorescent Magnifier Lamps & Weighted Base,0.57,South,Arkansas,Rogers,72756,01-08-2013,10.25,34.992,4,198.08,Office Furnishings
critical,4.98,Paper,Oscar Swain1945,07-12-2013,Regular Air,0.03,18090,86337,Consumer 096,Office Supplies,Small Box@,Xerox 1922,0.36,East,Pennsylvania,Monroeville,15146,7/13/2013,7.44,-54.492,5,27.02,Paper
critical,6.48,Paper,Oscar Swain1945,07-12-2013,Regular Air,0.05,18091,86337,Consumer 096,Office Supplies,Small Box@,Xerox 1984,0.36,East,Pennsylvania,Monroeville,15146,7/13/2013,8.74,-25.14384,2,16.3,Paper
critical,38.94,Storage & Organization,Oscar Swain1945,07-12-2013,Express Air,0.05,18092,86337,Consumer 096,Office Supplies,Large Box,"Eldon Base for stackable storage shelf, platinum",0.8,East,Pennsylvania,Monroeville,15146,07-12-2013,35,-831.34272,11,421.99,Storage & Organization
medium,90.98,Office Furnishings,Teresa Wallace1946,1/26/2010,Regular Air,0.08,20371,86331,Consumer 096,Furniture,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.74,East,Pennsylvania,Mount Lebanon,15228,1/28/2010,56.2,-1920.9336,12,1058.36,Office Furnishings
medium,5.98,Paper,Teresa Wallace1946,1/26/2010,Regular Air,0.07,20372,86331,Consumer 096,Office Supplies,Small Box@,Xerox 1947,0.4,East,Pennsylvania,Mount Lebanon,15228,1/28/2010,5.35,-37.1752,3,18.31,Paper
critical,150.98,Tables,Teresa Wallace1946,6/16/2011,Delivery Truck,0.08,22183,86332,Consumer 096,Furniture,*Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",0.75,East,Pennsylvania,Mount Lebanon,15228,6/18/2011,39.25,-291.8986928,8,1170.61,Tables
critical,370.98,Storage & Organization,Teresa Wallace1946,12-01-2011,Delivery Truck,0,18266,86333,Home Office 763,Office Supplies,Jumbo Drum$,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",0.65,East,Pennsylvania,Mount Lebanon,15228,12-02-2011,99,929.565,15,5721,Storage & Organization
medium,4.28,Pens & Art Supplies,Teresa Wallace1946,7/13/2012,Regular Air,0.1,19922,86334,Home Office 763,Office Supplies,Wrap/ Bag,Newell 336,0.56,East,Pennsylvania,Mount Lebanon,15228,7/14/2012,0.94,11.93,10,39.98,Pens & Art Supplies
low,83.1,Computer Peripherals,Teresa Wallace1946,03-02-2013,Express Air,0.05,25968,86335,Home Office 763,Technology,Small Box@,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",0.45,East,Pennsylvania,Mount Lebanon,15228,03-09-2013,6.13,224.6778,4,325.62,Computer Peripherals
medium,12.28,Paper,Teresa Wallace1946,3/13/2013,Regular Air,0.05,22174,86336,Home Office 763,Office Supplies,Small Box@,Xerox 1907,0.38,East,Pennsylvania,Mount Lebanon,15228,3/15/2013,5.09,21.05,5,60.19,Paper
low,152.48,Computer Peripherals,Angela Alston1948,4/20/2011,Regular Air,0.03,19640,90416,Corporate 654,Technology,Small Box@,Adesso Programmable 142-Key Keyboard,0.79,West,Montana,Billings,59102,4/24/2011,4,611.43,12,1792.62,Computer Peripherals
low,24.98,Storage & Organization,Angela Alston1948,4/20/2011,Express Air,0.01,19641,90416,Corporate 654,Office Supplies,Small Box@,2300 Heavy-Duty Transfer File Systems by Perma,0.66,West,Montana,Billings,59102,4/27/2011,8.79,-50.27,7,176.86,Storage & Organization
low,424.21,Tables,Dana Waller1949,08-01-2010,Delivery Truck,0.05,21762,90415,Small Business 890,Furniture,*Jumbo Box,Bush Advantage Collection� Racetrack Conference Table,0.67,West,Montana,Bozeman,59715,08-05-2010,110.2,-213.4028,12,4935.22,Tables
medium,14.42,Appliances,Dana Waller1949,10-11-2011,Regular Air,0.02,20465,90418,Small Business 890,Office Supplies,Medium Box,Holmes Odor Grabber,0.52,West,Montana,Bozeman,59715,10-12-2011,6.75,2.1436,13,199.7,Appliances
critical,1.88,Binders and Binder Accessories,Dana Waller1949,11/19/2012,Regular Air,0.09,21553,90419,Small Business 890,Office Supplies,Small Box@,Staples� General Use 3-Ring Binders,0.37,West,Montana,Bozeman,59715,11/21/2012,1.49,0.6325,1,3.2,Binders and Binder Accessories
medium,35.99,Telephones and Communication,Dana Waller1949,07-03-2013,Regular Air,0.06,22184,90420,Corporate 654,Technology,Small Pack%,Accessory13,0.57,West,Montana,Bozeman,59715,07-04-2013,1.25,357.5442,17,518.18,Telephones and Communication
critical,18.97,Paper,Dana Waller1949,9/29/2013,Regular Air,0.03,20290,90421,Corporate 654,Office Supplies,Small Box@,Xerox 1887,0.37,West,Montana,Bozeman,59715,9/30/2013,5.21,-6.0444,2,40.15,Paper
critical,85.99,Telephones and Communication,Dana Waller1949,9/29/2013,Regular Air,0.03,20291,90421,Corporate 654,Technology,Wrap/ Bag,Accessory34,0.55,West,Montana,Bozeman,59715,10-02-2013,0.99,898.76952,19,1387.49,Telephones and Communication
not specified,6.68,Paper,Leslie Shannon1950,07-06-2010,Regular Air,0.01,24793,90414,Small Business 890,Office Supplies,Small Box@,Xerox 1986,0.37,West,Montana,Butte,59750,07-08-2010,4.91,-15.48,7,51.03,Paper
low,22.99,Pens & Art Supplies,Leslie Shannon1950,8/23/2011,Regular Air,0.09,25073,90417,Small Business 890,Office Supplies,Small Pack%,Boston KS Multi-Size Manual Pencil Sharpener,0.57,West,Montana,Butte,59750,8/28/2011,8.99,-30.0196,17,370.35,Pens & Art Supplies
medium,25.98,Appliances,Leslie Shannon1950,07-03-2013,Regular Air,0.02,22185,90420,Corporate 654,Office Supplies,Medium Box,3M Office Air Cleaner,0.5,West,Montana,Butte,59750,07-06-2013,5.37,267.4716,15,387.64,Appliances
medium,6.24,Office Furnishings,Leslie Shannon1950,07-03-2013,Regular Air,0.03,22186,90420,Corporate 654,Furniture,Small Box@,Eldon Expressions Mahogany Wood Desk Collection,0.6,West,Montana,Butte,59750,07-05-2013,5.22,-31.16304,7,45.56,Office Furnishings
not specified,5.78,Paper,Elsie Dodson1952,5/28/2012,Regular Air,0.03,19719,88343,Corporate 654,Office Supplies,Small Box@,Xerox 1978,0.36,South,Georgia,Peachtree City,30269,5/29/2012,5.67,17.808,14,81.48,Paper
not specified,14.97,Storage & Organization,Elsie Dodson1952,5/28/2012,Regular Air,0,19720,88343,Corporate 654,Office Supplies,Small Box@,Pizazz� Global Quick File�,0.57,South,Georgia,Peachtree City,30269,5/29/2012,7.51,20.808,5,80.53,Storage & Organization
low,12.28,Paper,Elsie Dodson1952,6/16/2012,Regular Air,0.08,18517,88344,Corporate 654,Office Supplies,Small Box@,Xerox 1881,0.38,South,Georgia,Peachtree City,30269,6/25/2012,6.47,-224.3857,10,115.56,Paper
critical,596.98,Office Machines,Elsie Dodson1952,12-02-2013,Delivery Truck,0.06,18823,88346,Corporate 654,Technology,Jumbo Drum$,Epson FX-2180 Wide Format Dot Matrix Printer,0.57,South,Georgia,Peachtree City,30269,12-04-2013,14.7,-28.35,16,9158.15,Office Machines
low,7.37,Computer Peripherals,Penny Rose1953,2/16/2012,Regular Air,0.09,25410,88341,Corporate 654,Technology,Small Pack%,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",0.69,Central,Minnesota,Red Wing,55066,2/18/2012,5.53,-100.49,5,36.33,Computer Peripherals
high,1.82,Pens & Art Supplies,Penny Rose1953,03-07-2012,Express Air,0,19961,88342,Corporate 654,Office Supplies,Wrap/ Bag,Newell 307,0.57,Central,Minnesota,Red Wing,55066,03-08-2012,0.83,1,3,6.76,Pens & Art Supplies
not specified,3.95,Appliances,Penny Rose1953,5/28/2012,Regular Air,0.08,19721,88343,Corporate 654,Office Supplies,Small Box@,"Hoover Replacement Belts For Soft Guard� & Commercial Ltweight Upright Vacs, 2/Pk",0.59,Central,Minnesota,Red Wing,55066,5/30/2012,5.13,-167.06,18,67.46,Appliances
high,30.98,Paper,Penny Rose1953,11/23/2012,Regular Air,0.06,23106,88345,Corporate 654,Office Supplies,Small Box@,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",0.4,Central,Minnesota,Red Wing,55066,11/24/2012,5.76,5.92,2,68.66,Paper
not specified,5.74,Binders and Binder Accessories,Penny Rose1953,12/16/2013,Regular Air,0.05,22713,88347,Corporate 654,Office Supplies,Small Box@,Binder Posts,0.39,Central,Minnesota,Red Wing,55066,12/18/2013,5.01,-30.541056,23,132.94,Binders and Binder Accessories
not specified,1500.97,Office Machines,Penny Rose1953,12/16/2013,Delivery Truck,0.01,22714,88347,Corporate 654,Technology,Jumbo Drum$,Epson DFX5000+ Dot Matrix Printer,0.57,Central,Minnesota,Red Wing,55066,12/18/2013,29.7,-1136.347229,1,1500.82,Office Machines
not specified,205.99,Telephones and Communication,Penny Rose1953,12/16/2013,Regular Air,0.07,22715,88347,Corporate 654,Technology,Small Box@,i470,0.56,Central,Minnesota,Red Wing,55066,12/16/2013,5.26,476.566272,10,1628.35,Telephones and Communication
high,150.98,Office Machines,Billy Bowden1955,11-08-2011,Regular Air,0.08,19206,89821,Consumer 096,Technology,Medium Box,Canon MP41DH Printing Calculator,0.38,South,Alabama,Talladega,35160,11-09-2011,13.99,-186.074,38,5647.74,Office Machines
high,40.98,Computer Peripherals,Justin Frank1956,12/19/2010,Regular Air,0.09,23378,89820,Consumer 096,Technology,Small Box@,Targus USB Numeric Keypad,0.74,West,Colorado,Louisville,80027,12/21/2010,6.5,-50.245,19,746.91,Computer Peripherals
not specified,349.45,Tables,Justin Frank1956,05-05-2012,Delivery Truck,0.01,24015,89823,Consumer 096,Furniture,Jumbo Drum$,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",,West,Colorado,Louisville,80027,05-07-2012,60,224.8,2,599.67,Tables
high,85.99,Telephones and Communication,Justin Frank1956,9/13/2013,Regular Air,0,24473,89826,Consumer 096,Technology,Wrap/ Bag,Accessory34,0.55,West,Colorado,Louisville,80027,9/14/2013,0.99,871.4838,16,1263.02,Telephones and Communication
high,77.51,Computer Peripherals,Ted Crowder1957,10-07-2010,Regular Air,0.09,21638,89818,Consumer 096,Technology,Small Box@,Micro Innovations Media Access Pro Keyboard,0.76,Central,Missouri,University City,63130,10-09-2010,4,-387.1044,1,77.47,Computer Peripherals
high,12.64,Office Furnishings,Ted Crowder1957,11-08-2011,Regular Air,0.08,19207,89821,Consumer 096,Furniture,Small Pack%,Nu-Dell Executive Frame,0.48,Central,Missouri,University City,63130,11-09-2011,4.98,1.392,1,16.73,Office Furnishings
not specified,26.31,Computer Peripherals,Ted Crowder1957,06-02-2013,Regular Air,0.1,19711,89824,Consumer 096,Technology,Small Box@,"Micro Innovations Micro 3000 Keyboard, Black",0.75,Central,Missouri,University City,63130,06-02-2013,5.89,-101.784,12,309.09,Computer Peripherals
critical,30.98,Binders and Binder Accessories,Ted Crowder1957,8/30/2013,Regular Air,0.1,19261,89825,Consumer 096,Office Supplies,Small Box@,GBC Linen Binding Covers,0.37,Central,Missouri,University City,63130,8/31/2013,11.63,86.096092,9,274.66,Binders and Binder Accessories
high,45.99,Telephones and Communication,Ted Crowder1957,10-07-2013,Express Air,0.08,21639,89827,Consumer 096,Technology,Small Box@,KF 788,0.56,Central,Missouri,University City,63130,10-09-2013,4.99,314.838,23,858.65,Telephones and Communication
low,4.26,Pens & Art Supplies,Ted Crowder1957,11-01-2013,Regular Air,0.01,22535,89828,Consumer 096,Office Supplies,Wrap/ Bag,"Dixon Prang� Watercolor Pencils, 10-Color Set with Brush",0.44,Central,Missouri,University City,63130,11-05-2013,1.2,119.60256,40,174.85,Pens & Art Supplies
high,8.6,Binders and Binder Accessories,Ted Crowder1957,12/19/2013,Regular Air,0.04,23379,89829,Consumer 096,Office Supplies,Small Box@,Avery Printable Repositionable Plastic Tabs,0.38,Central,Missouri,University City,63130,12/19/2013,6.19,-5.2164,2,20.77,Binders and Binder Accessories
low,30.98,Computer Peripherals,Vickie Martinez1958,12/18/2010,Express Air,0.09,24640,89819,Consumer 096,Technology,Small Box@,Belkin ErgoBoard� Keyboard,0.64,West,Oregon,West Linn,97068,12/22/2010,6.5,-55.97,7,204.34,Computer Peripherals
high,6.48,Paper,Vickie Martinez1958,4/15/2012,Regular Air,0.08,25341,89822,Consumer 096,Office Supplies,Small Box@,Xerox 1904,0.36,West,Oregon,West Linn,97068,4/16/2012,5.86,-14.59,1,7.79,Paper
high,60.22,Appliances,Vickie Martinez1958,9/13/2013,Regular Air,0.05,24474,89826,Consumer 096,Office Supplies,Small Box@,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",0.57,West,Oregon,West Linn,97068,9/14/2013,3.5,424.1808,13,758.59,Appliances
critical,20.28,Office Furnishings,Bonnie Matthews Rowland1959,1/22/2010,Regular Air,0,3956,28225,Corporate 654,Furniture,Small Box@,"Career Cubicle Clock, 8 1/4"", Black",0.47,South,Florida,Miami,33916,1/22/2010,14.39,-66.2473,9,206.04,Office Furnishings
low,9.99,Paper,Bonnie Matthews Rowland1959,10/18/2010,Regular Air,0.02,3684,26342,Home Office 763,Office Supplies,Small Box@,Hammermill Color Copier Paper (28Lb. and 96 Bright),0.4,South,Florida,Miami,33916,10/27/2010,11.59,-171.1577,43,475.42,Paper
low,48.04,Paper,Bonnie Matthews Rowland1959,10/18/2010,Regular Air,0.02,3685,26342,Home Office 763,Office Supplies,Small Box@,Xerox 1937,0.37,South,Florida,Miami,33916,10/23/2010,5.79,624.239,74,3598.82,Paper
low,6.68,Paper,Bonnie Matthews Rowland1959,10/18/2010,Regular Air,0.04,3686,26342,Home Office 763,Office Supplies,Small Box@,Xerox 1986,0.37,South,Florida,Miami,33916,10/25/2010,4.91,-14.3241,5,41.22,Paper
critical,3.7,Office Furnishings,Bonnie Matthews Rowland1959,7/21/2011,Regular Air,0.03,5856,41569,Corporate 654,Furniture,Wrap/ Bag,3M Hangers With Command Adhesive,0.44,South,Florida,Miami,33916,7/23/2011,1.61,3.5175,19,72.15,Office Furnishings
critical,90.98,Office Furnishings,Bonnie Matthews Rowland1959,12/25/2011,Regular Air,0.07,741,5346,Home Office 763,Furniture,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.74,South,Florida,Miami,33916,12/26/2011,56.2,-1926.9439,63,5434.66,Office Furnishings
critical,218.75,Tables,Bonnie Matthews Rowland1959,12/25/2011,Delivery Truck,0.1,742,5346,Home Office 763,Furniture,*Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.77,South,Florida,Miami,33916,12/27/2011,69.64,-2341.55943,83,16959.3,Tables
critical,140.98,Bookcases,Bonnie Matthews Rowland1959,12/25/2011,Delivery Truck,0.08,743,5346,Home Office 763,Furniture,*Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",0.77,South,Florida,Miami,33916,12/27/2011,36.09,-606.214,31,4166.98,Bookcases
not specified,16.06,Storage & Organization,Bonnie Matthews Rowland1959,04-05-2012,Regular Air,0.08,5346,37988,Home Office 763,Office Supplies,Small Box@,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",0.59,South,Florida,Miami,33916,04-05-2012,8.34,-75.4243,13,204.96,Storage & Organization
medium,4.48,Appliances,Bonnie Matthews Rowland1959,04-08-2012,Regular Air,0.03,3346,23940,Home Office 763,Office Supplies,Large Box,Hoover Portapower� Portable Vacuum,0.6,South,Florida,Miami,33916,04-09-2012,49,-1190.6692,22,152.37,Appliances
medium,150.89,Chairs & Chairmats,Bonnie Matthews Rowland1959,04-08-2012,Delivery Truck,0.02,3347,23940,Home Office 763,Furniture,Jumbo Drum$,"Global Leather & Oak Executive Chair, Burgundy",0.77,South,Florida,Miami,33916,04-11-2012,60.2,-673.5519,12,1893.37,Chairs & Chairmats
critical,22.98,Office Furnishings,Bonnie Matthews Rowland1959,09-11-2012,Express Air,0.07,6282,44451,Home Office 763,Furniture,Small Box@,"Seth Thomas 12"" Clock w/ Goldtone Case",0.51,South,Florida,Miami,33916,9/13/2012,7.58,-25.6158,8,207.8,Office Furnishings
critical,40.97,Office Furnishings,Bonnie Matthews Rowland1959,10-09-2012,Express Air,0.01,5554,39332,Consumer 096,Furniture,Large Box,Dana Halogen Swing-Arm Architect Lamp,0.57,South,Florida,Miami,33916,10-10-2012,14.45,-45.7919,8,397.44,Office Furnishings
critical,7.38,Office Furnishings,Bonnie Matthews Rowland1959,05-04-2013,Regular Air,0.1,1455,10470,Corporate 654,Furniture,Small Box@,"Eldon� Expressions� Wood Desk Accessories, Oak",0.56,South,Florida,Miami,33916,05-09-2013,5.21,-126.0574,46,324.6,Office Furnishings
critical,7.96,Office Furnishings,Bonnie Matthews Rowland1959,07-11-2013,Express Air,0.03,4219,29985,Corporate 654,Furniture,Small Box@,Staples Plastic Wall Frames,0.41,South,Florida,Miami,33916,07-12-2013,4.95,0.0871,31,277.24,Office Furnishings
critical,70.71,Office Furnishings,Bonnie Matthews Rowland1959,9/24/2013,Regular Air,0.05,1952,13984,Home Office 763,Furniture,Wrap/ Bag,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",0.78,South,Florida,Miami,33916,9/24/2013,37.58,-1157.9113,63,4310.92,Office Furnishings
critical,18.84,Office Furnishings,Bonnie Matthews Rowland1959,10/16/2013,Regular Air,0.01,7943,56740,Consumer 096,Furniture,Wrap/ Bag,Flat Face Poster Frame,0.43,South,Florida,Miami,33916,10/23/2013,3.62,171.9019,69,1384.62,Office Furnishings
critical,90.98,Office Furnishings,June Nichols1960,12/25/2011,Regular Air,0.07,18741,88859,Home Office 763,Furniture,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.74,Central,Michigan,Roseville,48066,12/26/2011,56.2,-724.415,16,1380.23,Office Furnishings
critical,218.75,Tables,June Nichols1960,12/25/2011,Delivery Truck,0.1,18742,88859,Home Office 763,Furniture,*Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.77,Central,Michigan,Roseville,48066,12/27/2011,69.64,-880.2855,21,4290.91,Tables
critical,140.98,Bookcases,Jacqueline McMahon1961,12/25/2011,Delivery Truck,0.08,18743,88859,Home Office 763,Furniture,*Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",0.77,Central,Michigan,Royal Oak,48073,12/27/2011,36.09,-227.9,8,1075.35,Bookcases
medium,4.48,Appliances,Jacqueline McMahon1961,04-08-2012,Regular Air,0.03,21346,88861,Home Office 763,Office Supplies,Large Box,Hoover Portapower� Portable Vacuum,0.6,Central,Michigan,Royal Oak,48073,04-09-2012,49,-895.24,6,41.56,Appliances
medium,150.89,Chairs & Chairmats,Jacqueline McMahon1961,04-08-2012,Delivery Truck,0.02,21347,88861,Home Office 763,Furniture,Jumbo Drum$,"Global Leather & Oak Executive Chair, Burgundy",0.77,Central,Michigan,Royal Oak,48073,04-11-2012,60.2,-506.43,3,473.34,Chairs & Chairmats
critical,7.38,Office Furnishings,Jacqueline McMahon1961,05-04-2013,Regular Air,0.1,19455,88865,Corporate 654,Furniture,Small Box@,"Eldon� Expressions� Wood Desk Accessories, Oak",0.56,Central,Michigan,Royal Oak,48073,05-09-2013,5.21,-94.78,11,77.62,Office Furnishings
critical,70.71,Office Furnishings,Jacqueline McMahon1961,9/24/2013,Regular Air,0.05,19952,88867,Home Office 763,Furniture,Wrap/ Bag,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",0.78,Central,Michigan,Royal Oak,48073,9/24/2013,37.58,-800.9612,16,1094.84,Office Furnishings
low,48.04,Paper,Sean Burton1962,10/18/2010,Regular Air,0.02,21685,88857,Home Office 763,Office Supplies,Small Box@,Xerox 1937,0.37,Central,Michigan,Saginaw,48601,10/23/2010,5.79,604.0191,18,875.39,Paper
low,6.68,Paper,Sean Burton1962,10/18/2010,Regular Air,0.04,21686,88857,Home Office 763,Office Supplies,Small Box@,Xerox 1986,0.37,Central,Michigan,Saginaw,48601,10/25/2010,4.91,-11.6316,1,8.24,Paper
critical,20.28,Office Furnishings,Sean Burton1962,1/22/2013,Regular Air,0,21956,88864,Corporate 654,Furniture,Small Box@,"Career Cubicle Clock, 8 1/4"", Black",0.47,Central,Michigan,Saginaw,48601,1/22/2013,14.39,-61.7644,2,45.79,Office Furnishings
critical,7.96,Office Furnishings,Sean Burton1962,07-11-2013,Express Air,0.03,22219,88866,Corporate 654,Furniture,Small Box@,Staples Plastic Wall Frames,0.41,Central,Michigan,Saginaw,48601,07-12-2013,4.95,0.14144,8,71.55,Office Furnishings
low,9.99,Paper,Sean Burton1962,10/18/2013,Regular Air,0.02,21684,88869,Home Office 763,Office Supplies,Small Box@,Hammermill Color Copier Paper (28Lb. and 96 Bright),0.4,Central,Michigan,Saginaw,48601,10/27/2013,11.59,-128.69,13,143.73,Paper
critical,3.7,Office Furnishings,Ruby Tan1963,7/21/2011,Regular Air,0.03,23856,88858,Corporate 654,Furniture,Wrap/ Bag,3M Hangers With Command Adhesive,0.44,Central,Michigan,Saint Clair Shores,48080,7/23/2011,1.61,5.25,5,18.99,Office Furnishings
not specified,16.06,Storage & Organization,Ruby Tan1963,04-05-2012,Regular Air,0.08,23346,88860,Home Office 763,Office Supplies,Small Box@,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",0.59,Central,Michigan,Saint Clair Shores,48080,04-05-2012,8.34,-56.71,3,47.3,Storage & Organization
critical,22.98,Office Furnishings,Ruby Tan1963,09-11-2012,Express Air,0.07,24282,88862,Home Office 763,Furniture,Small Box@,"Seth Thomas 12"" Clock w/ Goldtone Case",0.51,Central,Michigan,Saint Clair Shores,48080,9/13/2012,7.58,-19.26,2,51.95,Office Furnishings
critical,40.97,Office Furnishings,Ruby Tan1963,10-09-2012,Express Air,0.01,23554,88863,Consumer 096,Furniture,Large Box,Dana Halogen Swing-Arm Architect Lamp,0.57,Central,Michigan,Saint Clair Shores,48080,10-10-2012,14.45,-37.1844,2,99.36,Office Furnishings
critical,18.84,Office Furnishings,Don Herndon1964,10/16/2013,Regular Air,0.01,25943,88868,Consumer 096,Furniture,Wrap/ Bag,Flat Face Poster Frame,0.43,Central,Michigan,Shelby,49455,10/23/2013,3.62,235.3866,17,341.14,Office Furnishings
critical,180.98,Bookcases,Rose McCarthy1966,9/30/2011,Delivery Truck,0.01,19029,89457,Home Office 763,Furniture,*Jumbo Box,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,0.74,Central,Iowa,Cedar Rapids,52402,10-03-2011,23.58,552.97,17,3086.9,Bookcases
critical,7.28,Computer Peripherals,Rose McCarthy1966,10-10-2011,Regular Air,0,19352,89458,Home Office 763,Technology,Small Pack%,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",0.68,Central,Iowa,Cedar Rapids,52402,10-11-2011,3.52,-79.5528,19,141.26,Computer Peripherals
low,5.78,Paper,Rose McCarthy1966,11-09-2012,Regular Air,0.06,19436,89463,Home Office 763,Office Supplies,Small Box@,Xerox 1899,0.36,Central,Iowa,Cedar Rapids,52402,11-11-2012,4.96,2.476,3,20.51,Paper
medium,78.65,Appliances,Carolyn Hoffman1967,3/18/2010,Express Air,0.01,22488,89456,Small Business 890,Office Supplies,Medium Box,Honeywell Quietcare HEPA Air Cleaner,0.52,Central,Iowa,Clinton,52732,3/19/2010,13.99,442.3659,8,641.11,Appliances
